CRO_T132041,Q9S746.1,67.857,28,9,0,5,88,435,462,2.52e-06,43.9,71.43,2,0
CRO_T120876,Q5SMQ9.1,93.103,29,2,0,2,88,137,165,9.84e-14,64.7,96.55,2,0
CRO_T120876,Q9C6B8.1,89.655,29,3,0,2,88,137,165,3.14e-13,63.2,100.00,2,0
CRO_T120876,Q67UL3.1,89.655,29,3,0,2,88,137,165,9.38e-13,62.0,96.55,2,0
CRO_T120876,Q5VP70.1,89.655,29,3,0,2,88,140,168,1.72e-12,61.2,96.55,2,0
CRO_T120876,Q9S7Z8.1,86.207,29,4,0,2,88,137,165,2.19e-12,60.8,96.55,2,0
CRO_T120876,Q940Y5.2,86.207,29,4,0,2,88,137,165,2.71e-12,60.8,96.55,2,0
CRO_T120876,Q8RWZ6.1,86.207,29,4,0,2,88,137,165,4.74e-12,60.1,96.55,2,0
CRO_T120876,Q0IQA5.2,89.655,29,3,0,2,88,144,172,5.55e-12,59.7,96.55,2,0
CRO_T120876,P0C0X5.1,89.655,29,3,0,2,88,141,169,5.94e-12,59.7,96.55,2,0
CRO_T120876,Q9LU77.2,82.759,29,5,0,2,88,137,165,2.74e-11,57.8,96.55,2,0
CRO_T120876,Q651V6.1,82.759,29,5,0,2,88,145,173,3.57e-11,57.4,93.10,2,0
CRO_T120876,Q6L5F6.3,75.862,29,7,0,2,88,143,171,6.11e-09,51.2,89.66,2,0
CRO_T120876,Q9SQH6.2,75.862,29,7,0,2,88,137,165,7.74e-09,50.8,86.21,2,0
CRO_T139857,Q8LGN0.3,82.759,29,5,0,3,89,624,652,3.12e-11,57.8,93.10,3,0
CRO_T139857,Q9C8E7.1,62.069,29,11,0,3,89,628,656,3.45e-07,46.2,72.41,3,0
CRO_T139857,Q9LV72.1,62.069,29,11,0,3,89,602,630,5.93e-07,45.4,79.31,3,0
CRO_T139857,Q9FH75.1,62.069,29,11,0,3,89,599,627,5.93e-07,45.4,79.31,3,0
CRO_T139857,O04660.2,72.414,29,8,0,3,89,616,644,6.16e-07,45.4,82.76,3,0
CRO_T139857,Q7XP59.1,58.621,29,12,0,3,89,630,658,6.47e-07,45.4,72.41,3,0
CRO_T139857,Q8GXJ4.2,62.069,29,11,0,3,89,655,683,9.02e-07,45.1,79.31,3,0
CRO_T139857,O81776.2,68.966,29,9,0,3,89,607,635,1.31e-06,44.7,79.31,3,0
CRO_T139857,Q9C5V5.2,91.304,23,2,0,3,71,619,641,3.74e-06,43.1,95.65,3,0
CRO_T139857,Q93YT1.2,55.172,29,13,0,3,89,629,657,5.48e-06,42.7,72.41,3,0
CRO_T139857,Q8LGN1.2,64.286,28,10,0,6,89,611,638,7.66e-06,42.4,82.14,3,0
CRO_T139857,Q7XJL2.3,51.724,29,14,0,3,89,633,661,7.88e-06,42.4,72.41,3,0
CRO_T139857,Q84W41.1,55.172,29,13,0,3,89,618,646,9.22e-06,42.0,72.41,3,0
CRO_T135490,Q93YU2.1,63.333,30,11,0,1,90,362,391,2.25e-08,49.7,90.00,1,0
CRO_T116302,Q8RXS6.2,92.857,28,2,0,3,86,1242,1269,1.02e-11,58.9,100.00,3,0
CRO_T116302,A7EQA8.1,64.286,28,10,0,3,86,1458,1485,2.23e-06,43.9,78.57,3,0
CRO_T116302,Q4PGL2.1,73.077,26,7,0,9,86,1617,1642,2.56e-06,43.9,88.46,3,0
CRO_T116302,Q6ZPV2.2,67.857,28,9,0,3,86,1140,1167,4.99e-06,42.7,78.57,3,0
CRO_T116302,Q9ULG1.2,67.857,28,9,0,3,86,1137,1164,7.92e-06,42.4,78.57,3,0
CRO_T135174,Q6R567.1,83.333,30,5,0,1,90,58,87,9.02e-12,58.9,90.00,1,0
CRO_T135174,Q8GUK7.1,56.667,30,12,1,1,90,61,89,3.12e-06,43.5,73.33,1,0
CRO_T135174,O64425.1,53.333,30,14,0,1,90,65,94,8.66e-06,42.4,66.67,1,0
CRO_T120989,Q39238.1,80.769,26,5,0,5,82,493,518,2.30e-07,46.6,88.46,2,0
CRO_T129097,Q8S944.2,76.667,30,7,0,1,90,649,678,2.83e-09,52.0,93.33,1,0
CRO_T129097,Q8LFT2.2,66.667,30,10,0,1,90,633,662,1.31e-07,47.4,93.33,1,0
CRO_T140797,Q9SL79.2,86.207,29,4,0,3,89,374,402,8.84e-11,56.2,89.66,3,0
CRO_T140797,Q5VMQ5.1,79.310,29,6,0,3,89,316,344,3.52e-09,52.0,86.21,3,0
CRO_T140797,Q84N49.1,75.000,28,7,0,6,89,317,344,2.05e-08,49.7,85.71,3,0
CRO_T140797,Q84N48.1,70.370,27,8,0,3,83,365,391,5.40e-07,45.8,85.19,3,0
CRO_T140797,Q9LDA9.1,70.370,27,8,0,3,83,334,360,1.99e-06,43.9,81.48,3,0
CRO_T119237,B9EY52.2,89.655,29,3,0,3,89,651,679,5.98e-11,57.0,96.55,3,0
CRO_T119237,Q940Y8.1,89.655,29,3,0,3,89,628,656,5.72e-10,53.9,89.66,3,0
CRO_T111384,Q9ZR72.1,100.000,29,0,0,3,89,1222,1250,9.90e-13,62.0,100.00,3,0
CRO_T111384,Q9SYI3.1,65.517,29,10,0,3,89,551,579,4.58e-06,43.1,82.76,3,0
CRO_T111384,Q9SYI2.1,65.517,29,10,0,3,89,546,574,8.58e-06,42.4,82.76,3,0
CRO_T131507,Q8GWL1.1,72.414,29,8,0,2,88,116,144,4.58e-06,43.1,79.31,2,0
CRO_T128494,Q9SGY2.1,96.552,29,1,0,2,88,339,367,2.91e-11,57.8,100.00,2,0
CRO_T128494,O22718.1,96.552,29,1,0,2,88,339,367,3.05e-11,57.8,100.00,2,0
CRO_T128494,O80526.1,89.655,29,3,0,2,88,339,367,8.36e-11,56.6,100.00,2,0
CRO_T128494,Q2QNG7.1,93.103,29,2,0,2,88,339,367,8.61e-11,56.6,100.00,2,0
CRO_T128494,Q53JY8.2,89.655,29,3,0,2,88,323,351,2.95e-10,55.1,96.55,2,0
CRO_T128494,Q2QZ86.2,89.655,29,3,0,2,88,339,367,3.07e-10,54.7,96.55,2,0
CRO_T103407,Q9C950.1,72.414,29,8,0,3,89,481,509,9.76e-09,50.4,82.76,3,0
CRO_T129179,Q9ZQR5.1,78.261,23,5,0,2,70,369,391,7.13e-08,47.8,91.30,2,0
CRO_T139624,Q9LJ87.1,100.000,26,0,0,4,81,326,351,3.18e-13,63.2,100.00,1,0
CRO_T139624,Q9N5U5.4,76.190,21,5,0,4,66,422,442,3.16e-06,43.5,85.71,1,0
CRO_T139624,Q5ZLM0.1,77.273,22,5,0,7,72,438,459,5.01e-06,42.7,81.82,1,0
CRO_T139624,Q6P1J9.1,77.273,22,5,0,7,72,438,459,5.36e-06,42.7,81.82,1,0
CRO_T139624,Q4V8C8.1,77.273,22,5,0,7,72,438,459,5.36e-06,42.7,81.82,1,0
CRO_T108808,Q9C8J7.1,80.000,30,6,0,1,90,405,434,1.85e-10,55.5,90.00,1,0
CRO_T128999,Q9SZC9.1,80.000,30,6,0,1,90,508,537,1.37e-09,53.1,80.00,1,0
CRO_T130018,Q08467.3,100.000,29,0,0,3,89,227,255,4.00e-14,65.9,100.00,3,0
CRO_T130018,Q08466.3,100.000,29,0,0,3,89,221,249,4.66e-14,65.9,100.00,3,0
CRO_T130018,P28523.1,100.000,29,0,0,3,89,151,179,6.18e-14,65.1,100.00,3,0
CRO_T130018,Q9AR27.1,100.000,29,0,0,3,89,151,179,6.33e-14,65.1,100.00,3,0
CRO_T130018,O64816.1,96.552,29,1,0,3,89,249,277,7.94e-14,65.1,96.55,3,0
CRO_T130018,O64817.1,96.552,29,1,0,3,89,151,179,1.72e-13,63.9,100.00,3,0
CRO_T130018,Q8TG13.1,96.552,29,1,0,3,89,149,177,3.92e-13,62.8,96.55,3,0
CRO_T130018,P28020.2,96.552,29,1,0,3,89,156,184,5.48e-13,62.8,96.55,3,0
CRO_T130018,Q60737.2,96.552,29,1,0,3,89,156,184,5.99e-13,62.4,96.55,3,0
CRO_T130018,P19139.2,96.552,29,1,0,3,89,156,184,6.17e-13,62.4,96.55,3,0
CRO_T130018,P21868.1,96.552,29,1,0,3,89,156,184,6.29e-13,62.4,96.55,3,0
CRO_T130018,P08181.2,96.552,29,1,0,3,89,154,182,6.56e-13,62.4,96.55,3,0
CRO_T130018,Q8NEV1.2,96.552,29,1,0,3,89,156,184,6.60e-13,62.4,96.55,3,0
CRO_T130018,P33674.1,96.552,29,1,0,3,89,156,184,6.80e-13,62.4,96.55,3,0
CRO_T130018,P68399.1,96.552,29,1,0,3,89,156,184,6.87e-13,62.4,96.55,3,0
CRO_T130018,P21869.1,89.655,29,3,0,3,89,157,185,2.23e-12,60.8,96.55,3,0
CRO_T130018,P20427.3,89.655,29,3,0,3,89,157,185,2.32e-12,60.8,96.55,3,0
CRO_T130018,O54833.1,89.655,29,3,0,3,89,157,185,2.35e-12,60.8,96.55,3,0
CRO_T130018,P19784.1,89.655,29,3,0,3,89,157,185,2.37e-12,60.8,96.55,3,0
CRO_T130018,O76484.1,93.103,29,2,0,3,89,156,184,2.40e-12,60.8,96.55,3,0
CRO_T130018,P40231.2,89.655,29,3,0,3,89,160,188,1.15e-11,58.9,93.10,3,0
CRO_T130018,P18334.1,89.655,29,3,0,3,89,155,183,2.33e-11,58.2,93.10,3,0
CRO_T130018,P28547.2,86.207,29,4,0,3,89,172,200,2.40e-11,58.2,93.10,3,0
CRO_T130018,Q4U925.2,86.207,29,4,0,3,89,172,200,2.47e-11,57.8,93.10,3,0
CRO_T130018,P15790.1,89.286,28,3,0,3,86,195,222,7.18e-11,56.6,96.43,3,0
CRO_T130018,Q02720.1,86.207,29,4,0,3,89,164,192,1.33e-10,55.8,89.66,3,0
CRO_T130018,P19454.2,86.207,29,4,0,3,89,167,195,1.88e-10,55.5,86.21,3,0
CRO_T130018,Q54LR6.1,72.414,29,8,0,3,89,429,457,6.05e-09,51.2,82.76,3,0
CRO_T130018,Q8SRU0.1,62.069,29,11,0,3,89,151,179,7.25e-08,48.1,86.21,3,0
CRO_T113064,Q9SR15.1,81.481,27,5,0,8,88,195,221,1.70e-09,52.8,92.59,2,0
CRO_T113064,P32921.2,77.778,27,6,0,5,85,267,293,1.34e-06,44.7,77.78,2,0
CRO_T113064,Q6P7B0.2,75.000,28,7,0,2,85,266,293,2.79e-06,43.5,75.00,2,0
CRO_T113064,Q5R4J1.2,71.429,28,8,0,2,85,263,290,3.89e-06,43.1,75.00,2,0
CRO_T113064,P23381.2,71.429,28,8,0,2,85,262,289,4.05e-06,43.1,75.00,2,0
CRO_T113064,P17248.3,71.429,28,8,0,2,85,267,294,4.29e-06,43.1,75.00,2,0
CRO_T113064,P23612.3,71.429,28,8,0,2,85,266,293,4.42e-06,43.1,75.00,2,0
CRO_T109133,Q06FP2.1,100.000,29,0,0,1,87,48,76,1.06e-13,64.7,100.00,1,0
CRO_T109133,Q09FT5.1,100.000,29,0,0,1,87,48,76,1.08e-13,64.7,100.00,1,0
CRO_T109133,Q2PMQ9.1,100.000,29,0,0,1,87,48,76,1.08e-13,64.7,100.00,1,0
CRO_T109133,A4QL45.1,100.000,29,0,0,1,87,48,76,1.08e-13,64.7,100.00,1,0
CRO_T109133,P05641.1,100.000,29,0,0,1,87,48,76,1.09e-13,64.7,100.00,1,0
CRO_T109133,A6MM62.1,100.000,29,0,0,1,87,48,76,1.09e-13,64.7,100.00,1,0
CRO_T109133,A4QJM5.1,100.000,29,0,0,1,87,48,76,1.10e-13,64.7,100.00,1,0
CRO_T109133,Q68RY1.1,100.000,29,0,0,1,87,48,76,1.11e-13,64.7,100.00,1,0
CRO_T109133,Q09WZ1.1,100.000,29,0,0,1,87,48,76,1.11e-13,64.7,100.00,1,0
CRO_T109133,Q3BAL2.1,100.000,29,0,0,1,87,48,76,1.11e-13,64.7,100.00,1,0
CRO_T109133,A4QKL8.1,100.000,29,0,0,1,87,48,76,1.11e-13,64.7,100.00,1,0
CRO_T109133,A0A361.1,100.000,29,0,0,1,87,48,76,1.12e-13,64.7,100.00,1,0
CRO_T109133,Q332V1.1,100.000,29,0,0,1,87,48,76,1.13e-13,64.7,100.00,1,0
CRO_T109133,A8W3E7.1,100.000,29,0,0,1,87,48,76,1.13e-13,64.7,100.00,1,0
CRO_T109133,A7M989.1,100.000,29,0,0,1,87,48,76,1.13e-13,64.7,100.00,1,0
CRO_T109133,A9L9C2.1,100.000,29,0,0,1,87,48,76,1.13e-13,64.7,100.00,1,0
CRO_T109133,A4QLM0.1,100.000,29,0,0,1,87,48,76,1.13e-13,64.7,100.00,1,0
CRO_T109133,P19819.1,100.000,29,0,0,1,87,48,76,1.14e-13,64.7,100.00,1,0
CRO_T109133,P56777.1,100.000,29,0,0,1,87,48,76,1.14e-13,64.7,100.00,1,0
CRO_T109133,A4QK44.1,100.000,29,0,0,1,87,48,76,1.14e-13,64.7,100.00,1,0
CRO_T109133,A4QKD1.1,100.000,29,0,0,1,87,48,76,1.14e-13,64.7,100.00,1,0
CRO_T109133,A4QLV9.1,100.000,29,0,0,1,87,48,76,1.14e-13,64.7,100.00,1,0
CRO_T109133,P06411.1,100.000,29,0,0,1,87,48,76,1.16e-13,64.7,100.00,1,0
CRO_T109133,A7Y3H4.1,100.000,29,0,0,1,87,48,76,1.16e-13,64.7,100.00,1,0
CRO_T109133,Q9MTJ7.1,100.000,29,0,0,1,87,48,76,1.17e-13,64.7,100.00,1,0
CRO_T109133,Q3V508.1,100.000,29,0,0,1,87,48,76,1.17e-13,64.7,100.00,1,0
CRO_T109133,A4QLD2.1,100.000,29,0,0,1,87,48,76,1.17e-13,64.7,100.00,1,0
CRO_T109133,A4QJV7.1,100.000,29,0,0,1,87,48,76,1.17e-13,64.7,100.00,1,0
CRO_T109133,A4GGD1.1,100.000,29,0,0,1,87,48,76,1.18e-13,64.7,100.00,1,0
CRO_T109133,Q6ENE8.1,100.000,29,0,0,1,87,48,76,1.19e-13,64.7,100.00,1,0
CRO_T109133,Q0ZIZ3.1,100.000,29,0,0,1,87,48,76,1.19e-13,64.7,100.00,1,0
CRO_T109133,Q14FD1.1,100.000,29,0,0,1,87,48,76,1.19e-13,64.7,100.00,1,0
CRO_T109133,P0C363.1,100.000,29,0,0,1,87,48,76,1.19e-13,64.7,100.00,1,0
CRO_T109133,B1A961.1,100.000,29,0,0,1,87,48,76,1.19e-13,64.7,100.00,1,0
CRO_T109133,A6MMN3.1,100.000,29,0,0,1,87,48,76,1.19e-13,64.7,100.00,1,0
CRO_T109133,B2LML9.1,100.000,29,0,0,1,87,48,76,1.19e-13,64.7,100.00,1,0
CRO_T109133,Q1KXT3.1,100.000,29,0,0,1,87,48,76,1.20e-13,64.7,100.00,1,0
CRO_T109133,Q4FFM9.1,100.000,29,0,0,1,87,48,76,1.20e-13,64.7,100.00,1,0
CRO_T109133,B1NWH6.1,100.000,29,0,0,1,87,48,76,1.20e-13,64.7,100.00,1,0
CRO_T109133,Q2QD63.1,100.000,29,0,0,1,87,48,76,1.20e-13,64.7,100.00,1,0
CRO_T109133,Q9BBQ8.1,100.000,29,0,0,1,87,48,76,1.21e-13,64.7,100.00,1,0
CRO_T109133,Q7YJV1.1,100.000,29,0,0,1,87,48,76,1.21e-13,64.7,100.00,1,0
CRO_T109133,A4QJE1.1,100.000,29,0,0,1,87,48,76,1.21e-13,64.7,100.00,1,0
CRO_T109133,B2XWP9.1,100.000,29,0,0,1,87,48,76,1.21e-13,64.7,100.00,1,0
CRO_T109133,P04160.2,100.000,29,0,0,1,87,48,76,1.23e-13,64.3,100.00,1,0
CRO_T109133,Q49KX2.1,100.000,29,0,0,1,87,48,76,1.23e-13,64.3,100.00,1,0
CRO_T109133,Q4FFN0.1,100.000,29,0,0,1,87,48,76,1.23e-13,64.3,100.00,1,0
CRO_T109133,Q6EW26.1,100.000,29,0,0,1,87,48,76,1.24e-13,64.3,100.00,1,0
CRO_T109133,Q06GN4.1,100.000,29,0,0,1,87,48,76,1.24e-13,64.3,100.00,1,0
CRO_T109133,Q06RA6.1,100.000,29,0,0,1,87,48,76,1.25e-13,64.3,100.00,1,0
CRO_T109133,Q09G20.1,100.000,29,0,0,1,87,48,76,1.25e-13,64.3,100.00,1,0
CRO_T109133,Q2L932.1,100.000,29,0,0,1,87,48,76,1.25e-13,64.3,100.00,1,0
CRO_T109133,B5LMP9.1,100.000,29,0,0,1,87,48,76,1.26e-13,64.3,100.00,1,0
CRO_T109133,Q06GX1.1,100.000,29,0,0,1,87,48,76,1.26e-13,64.3,100.00,1,0
CRO_T109133,A6MMX0.1,100.000,29,0,0,1,87,48,76,1.26e-13,64.3,100.00,1,0
CRO_T109133,A8SEC9.1,100.000,29,0,0,1,87,48,76,1.27e-13,64.3,100.00,1,0
CRO_T109133,A0ZZ61.1,100.000,29,0,0,1,87,48,76,1.27e-13,64.3,100.00,1,0
CRO_T109133,Q70XY1.1,96.552,29,1,0,1,87,48,76,1.79e-13,63.9,100.00,1,0
CRO_T109133,P10900.2,96.552,29,1,0,1,87,48,76,4.27e-13,62.8,100.00,1,0
